school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
Gabriel Pereira,Male,15,Urban,Greater Than 3,Apart,Secondary Education,Higher Education,Services,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,4,1,1,1,0,16,18,18
Gabriel Pereira,Female,15,Urban,Greater Than 3,Apart,Secondary Education,Secondary Education,Other,Health,Reputation,Father,Less Than 15 Min,Greater Than 10 Hours,0,Yes,No,No,No,Yes,Yes,No,No,4,3,3,1,1,4,10,10,11,11
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Course,Mother,Less Than 15 Min,Greater Than 10 Hours,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5,1,2,1,1,3,8,7,8,8
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Other,Home,Father,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,3,3,1,1,5,2,16,18,18
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,Higher Education,Higher Education,Other,Other,Home,Father,Greater Than 1 Hour,Greater Than 10 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,3,5,3,5,1,6,10,13,13
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Health,Health,Other,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,1,1,4,4,14,15,16
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Apart,Higher Education,Higher Education,Teacher,Teacher,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,5,5,3,1,1,4,6,18,19,19
Gabriel Pereira,Female,16,Rural,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Other,Reputation,Father,Less Than 15 Min,5 To 10 Hours,1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4,1,2,1,1,2,0,7,10,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,1,Yes,No,No,Yes,Yes,Yes,Yes,No,3,1,2,1,1,5,6,10,13,13
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Living Together,Higher Education,5Th To 9Th Grade,Teacher,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,3,5,2,1,1,3,10,18,19,19
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Health,Services,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,5,4,2,1,1,5,8,9,9,9
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,5,4,4,1,2,5,2,15,15,16
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Other,Teacher,Reputation,Father,15 To 30 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,4,4,3,1,1,2,2,11,13,14
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Services,Home,Father,15 To 30 Min,Less Than 2 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,5,4,2,1,1,5,0,13,14,13
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),Secondary Education,Other,Other,Course,Father,30 Min To 1 Hour,2 To 5 Hours,1,No,Yes,No,Yes,Yes,Yes,Yes,No,5,2,4,1,4,5,20,9,7,8
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,Other,Other,Reputation,Father,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,3,4,3,1,2,4,6,14,13,13
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,At Home,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,No,Yes,Yes,No,3,2,3,1,2,1,2,16,15,15
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Home,Father,Less Than 15 Min,Greater Than 10 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5,5,4,1,2,5,6,16,14,15
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Higher Education,Other,Health,Course,Father,15 To 30 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,2,1,2,5,2,13,13,13
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Health,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,3,4,4,1,4,5,18,14,11,13
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,No,Yes,Yes,Yes,Yes,5,4,4,1,1,5,0,8,7,8
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,Services,Services,Home,Father,Less Than 15 Min,Less Than 2 Hours,0,Yes,No,No,No,Yes,Yes,Yes,No,5,5,5,3,2,5,0,13,13,12
Gabriel Pereira,Female,15,Urban,Less Or Equal To 3,Apart,Secondary Education,Higher Education,Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,3,2,1,1,1,0,7,10,11
Gabriel Pereira,Female,19,Urban,Greater Than 3,Living Together,None,Primary Education (4Th Grade),At Home,Other,Course,Other,Less Than 15 Min,2 To 5 Hours,3,No,Yes,No,No,No,No,No,No,3,4,2,1,1,5,2,7,8,9
Gabriel Pereira,Male,18,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,2,No,Yes,No,Yes,Yes,Yes,Yes,No,3,3,3,1,2,4,0,7,4,0
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,No,3,5,5,2,5,4,8,18,18,18
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,Secondary Education,Higher Education,Services,Teacher,Course,Father,15 To 30 Min,5 To 10 Hours,2,No,Yes,No,No,Yes,Yes,Yes,Yes,4,2,2,2,2,5,0,12,0,0
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Course,Mother,30 Min To 1 Hour,Less Than 2 Hours,0,No,Yes,No,Yes,No,Yes,Yes,Yes,4,3,3,1,2,4,0,8,0,0
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Course,Father,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,Yes,Yes,3,4,4,1,3,5,12,10,13,12
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,Secondary Education,Higher Education,Services,Other,Course,Father,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,3,2,1,1,4,5,16,12,11,11
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,Secondary Education,Higher Education,At Home,Teacher,Course,Mother,Greater Than 1 Hour,2 To 5 Hours,0,No,Yes,No,No,Yes,Yes,No,Yes,5,3,3,1,1,5,0,9,0,0
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,At Home,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,3,1,1,5,0,11,0,0
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,Secondary Education,Higher Education,At Home,Other,Course,Mother,30 Min To 1 Hour,2 To 5 Hours,0,No,No,No,No,Yes,Yes,No,No,5,4,5,2,4,5,0,10,0,0
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,Secondary Education,Secondary Education,Other,Other,Course,Other,15 To 30 Min,Less Than 2 Hours,2,No,Yes,No,Yes,No,Yes,Yes,Yes,4,3,2,1,1,5,0,4,0,0
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Services,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,1,No,No,No,No,Yes,Yes,No,Yes,4,4,4,1,3,5,0,14,12,12
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course,Mother,15 To 30 Min,Less Than 2 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,4,3,2,1,1,5,0,16,16,15
Gabriel Pereira,Male,15,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Services,Course,Father,15 To 30 Min,Greater Than 10 Hours,0,Yes,Yes,No,No,Yes,Yes,Yes,No,2,2,2,1,1,3,0,7,9,0
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Reputation,Father,15 To 30 Min,Less Than 2 Hours,2,No,Yes,No,Yes,Yes,Yes,Yes,No,2,3,3,2,2,2,8,9,9,9
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course,Mother,Less Than 15 Min,5 To 10 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,2,2,1,1,5,2,9,11,11
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,At Home,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,3,4,4,3,3,1,2,14,14,13
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Home,Mother,Less Than 15 Min,Less Than 2 Hours,3,No,Yes,No,No,Yes,Yes,Yes,No,5,4,5,1,2,5,0,5,0,0
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Services,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,4,2,1,2,5,0,8,11,11
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Health,Services,Home,Father,Less Than 15 Min,2 To 5 Hours,3,No,Yes,No,No,Yes,Yes,Yes,No,3,3,2,1,1,3,0,6,7,0
Gabriel Pereira,Female,15,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,At Home,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,No,Yes,Yes,No,4,3,2,1,1,5,2,10,11,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,No,Yes,Yes,3,3,2,2,1,5,0,7,6,0
Gabriel Pereira,Male,15,Urban,Less Or Equal To 3,Apart,5Th To 9Th Grade,Primary Education (4Th Grade),Services,Other,Course,Mother,Greater Than 1 Hour,Less Than 2 Hours,3,No,No,No,No,Yes,Yes,Yes,No,4,5,5,2,5,5,0,8,9,10
Gabriel Pereira,Male,18,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,3,No,No,No,No,Yes,No,Yes,Yes,2,3,5,2,5,4,0,6,5,0
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),At Home,Other,Course,Mother,Less Than 15 Min,Less Than 2 Hours,1,No,No,No,Yes,Yes,Yes,No,Yes,4,4,4,3,5,5,6,12,13,14
Gabriel Pereira,Female,15,Rural,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Services,Reputation,Other,15 To 30 Min,5 To 10 Hours,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,1,2,3,3,8,10,10,10
Gabriel Pereira,Male,19,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Services,At Home,Home,Mother,Less Than 15 Min,Less Than 2 Hours,3,No,Yes,No,No,Yes,No,Yes,Yes,4,5,4,1,1,4,0,5,0,0
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Other,Teacher,Course,Mother,Less Than 15 Min,Less Than 2 Hours,0,Yes,Yes,No,No,Yes,Yes,No,Yes,4,2,1,1,1,4,0,11,11,12
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,At Home,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,No,Yes,Yes,Yes,Yes,No,No,4,4,4,1,1,1,2,11,8,8
Gabriel Pereira,Male,17,Rural,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,No,No,2,2,2,3,3,5,8,16,12,13
Gabriel Pereira,Female,18,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Course,Mother,30 Min To 1 Hour,Less Than 2 Hours,3,No,Yes,No,Yes,No,Yes,No,No,5,2,5,1,5,4,6,9,8,10
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,At Home,Other,Course,Mother,30 Min To 1 Hour,Less Than 2 Hours,0,No,No,No,No,No,Yes,No,No,4,2,2,1,2,3,2,17,15,15
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Services,Course,Father,Less Than 15 Min,2 To 5 Hours,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,5,5,4,4,5,4,10,12,12
Gabriel Pereira,Male,17,Rural,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),At Home,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,2,No,No,No,Yes,Yes,No,Yes,Yes,3,3,2,2,2,5,0,7,6,0
Gabriel Pereira,Male,15,Rural,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Course,Mother,15 To 30 Min,2 To 5 Hours,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4,4,4,1,4,3,6,5,9,7
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Other,Other,Course,Mother,15 To 30 Min,Less Than 2 Hours,1,No,No,No,Yes,Yes,Yes,No,No,4,4,4,2,4,5,0,7,0,0
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Secondary Education,At Home,Services,Course,Father,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,No,Yes,No,5,3,3,1,4,2,2,10,10,10
Gabriel Pereira,Male,17,Rural,Less Or Equal To 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Services,Course,Mother,Greater Than 1 Hour,2 To 5 Hours,3,No,No,No,Yes,Yes,No,No,Yes,5,3,5,1,5,5,0,5,8,7
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Services,Services,Course,Mother,15 To 30 Min,Less Than 2 Hours,1,No,Yes,No,Yes,No,No,No,No,4,5,2,1,1,2,16,12,11,12
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,Yes,No,Yes,No,4,3,5,2,4,4,4,10,10,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Health,Services,Home,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,No,Yes,Yes,Yes,Yes,4,2,3,1,1,3,0,14,15,16
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,No,Yes,Yes,No,5,1,5,1,1,4,0,6,7,0
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Health,Health,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,2,1,1,3,0,14,14,14
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,Other,Other,Course,Father,30 Min To 1 Hour,Less Than 2 Hours,2,No,Yes,No,Yes,No,Yes,Yes,No,3,4,5,2,4,2,0,6,5,0
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),None,Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,2,1,1,3,2,13,15,16
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Teacher,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,4,1,3,5,0,13,11,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Secondary Education,At Home,Services,Home,Mother,Less Than 15 Min,2 To 5 Hours,3,No,No,No,Yes,No,Yes,Yes,Yes,4,3,5,1,1,3,0,8,7,0
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Other,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,5,1,1,4,4,10,11,9
Gabriel Pereira,Male,17,Urban,Less Or Equal To 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Course,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,4,4,4,4,4,10,9,9
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Other,Reputation,Mother,15 To 30 Min,2 To 5 Hours,0,No,No,Yes,Yes,No,Yes,Yes,No,3,4,4,1,4,5,2,13,13,11
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Other,Other,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,No,Yes,Yes,No,4,3,4,1,4,4,4,6,5,6
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,Higher Education,5Th To 9Th Grade,Teacher,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,3,3,4,3,10,10,8,9
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5,2,3,1,1,2,4,10,10,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,4,3,2,3,3,10,9,8,8
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,2,3,1,2,3,2,12,13,12
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Higher Education,Services,Services,Reputation,Father,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,No,No,5,4,2,2,3,5,0,16,17,17
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5,3,3,2,3,1,56,9,9,8
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Secondary Education,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,1,2,2,1,2,1,14,12,13,12
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Services,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,3,4,2,3,4,12,12,12,11
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,Services,Services,Other,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,3,1,2,3,2,11,12,11
Gabriel Pereira,Male,16,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,2,3,1,2,5,0,15,15,15
Gabriel Pereira,Female,17,Urban,Greater Than 3,Apart,Secondary Education,Secondary Education,Health,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,No,No,Yes,Yes,Yes,3,3,3,1,3,3,6,8,7,9
Gabriel Pereira,Male,17,Rural,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,At Home,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,Yes,Yes,No,No,3,1,3,1,5,3,4,8,9,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Services,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,No,Yes,Yes,Yes,No,4,3,3,1,1,2,10,11,12,13
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Services,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,No,5,3,3,1,1,3,0,8,8,9
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),5Th To 9Th Grade,At Home,Services,Other,Other,15 To 30 Min,2 To 5 Hours,0,No,No,Yes,Yes,No,Yes,Yes,No,4,4,4,4,5,5,12,7,8,8
Gabriel Pereira,Male,16,Rural,Greater Than 3,Living Together,Secondary Education,Secondary Education,Services,Services,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,2,3,4,5,8,8,9,10
Gabriel Pereira,Male,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Home,Father,15 To 30 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,5,3,3,1,1,3,0,13,14,14
Gabriel Pereira,Female,17,Urban,Less Or Equal To 3,Living Together,5Th To 9Th Grade,Higher Education,Services,Services,Course,Father,Less Than 15 Min,2 To 5 Hours,0,No,No,No,Yes,Yes,Yes,Yes,Yes,4,3,2,1,1,5,0,14,15,15
Gabriel Pereira,Male,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Home,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,No,No,No,Yes,Yes,Yes,No,5,2,3,1,2,5,4,17,15,16
Gabriel Pereira,Male,16,Rural,Less Or Equal To 3,Living Together,Secondary Education,Secondary Education,Teacher,Other,Home,Father,30 Min To 1 Hour,Less Than 2 Hours,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,3,4,3,5,3,8,9,9,10
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Higher Education,Higher Education,Services,Teacher,Home,Mother,15 To 30 Min,Less Than 2 Hours,1,No,Yes,No,No,Yes,Yes,Yes,No,4,2,4,2,3,2,24,18,18,18
Gabriel Pereira,Female,16,Urban,Less Or Equal To 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,Yes,Yes,Yes,No,4,5,2,1,2,3,0,9,9,10
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Health,Other,Home,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,No,Yes,Yes,Yes,Yes,No,4,3,5,1,5,2,2,16,16,16
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,5Th To 9Th Grade,Secondary Education,Other,Other,Reputation,Mother,Less Than 15 Min,2 To 5 Hours,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,4,3,1,3,4,6,8,10,10
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),Other,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,0,No,Yes,Yes,No,No,Yes,No,No,4,4,4,1,3,1,4,9,9,10
Gabriel Pereira,Female,17,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Other,Other,Reputation,Mother,Less Than 15 Min,Less Than 2 Hours,0,No,Yes,No,No,Yes,Yes,Yes,No,5,3,2,1,2,3,18,7,6,6
Gabriel Pereira,Female,16,Rural,Greater Than 3,Living Together,5Th To 9Th Grade,5Th To 9Th Grade,Services,Services,Reputation,Mother,15 To 30 Min,Greater Than 10 Hours,0,No,Yes,Yes,Yes,No,Yes,Yes,No,5,3,5,1,1,5,6,10,10,11
Gabriel Pereira,Female,17,Urban,Greater Than 3,Living Together,Secondary Education,Higher Education,At Home,Services,Home,Mother,Less Than 15 Min,5 To 10 Hours,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3,3,4,5,28,10,9,9
Gabriel Pereira,Female,16,Urban,Greater Than 3,Apart,Secondary Education,Primary Education (4Th Grade),Services,Other,Course,Mother,Less Than 15 Min,2 To 5 Hours,3,No,Yes,Yes,No,Yes,Yes,Yes,No,2,3,3,2,2,4,5,7,7,7
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Higher Education,Secondary Education,Teacher,Other,Other,Mother,Less Than 15 Min,2 To 5 Hours,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,3,2,1,1,1,10,11,12,13
Gabriel Pereira,Female,16,Urban,Greater Than 3,Living Together,Primary Education (4Th Grade),Primary Education (4Th Grade),At Home,Other,Home,Mother,15 To 30 Min,Less Than 2 Hours,0,No,Yes,Yes,No,Yes,Yes,No,No,4,3,2,1,4,5,6,9,9,10
